state_id,state,avg_rating,movie
1,AK,3,1
1,AK,4,2
1,AK,4,3
1,AK,3,4
1,AK,4,7
1,AK,4,11
1,AK,4,12
1,AK,5,17
1,AK,5,22
1,AK,3,24
1,AK,3,27
1,AK,4,33
1,AK,4,38
1,AK,4,42
1,AK,4,50
1,AK,5,51
1,AK,4,54
1,AK,5,56
1,AK,4,62
1,AK,4,66
1,AK,5,68
1,AK,3,71
1,AK,3,77
1,AK,4,79
1,AK,3,82
1,AK,4,89
1,AK,4,90
1,AK,5,92
1,AK,3,95
1,AK,5,96
1,AK,5,97
1,AK,4,99
1,AK,4,100
1,AK,4,117
1,AK,1,118
1,AK,5,121
1,AK,3,122
1,AK,4,123
1,AK,4,124
1,AK,4,127
1,AK,4,129
1,AK,4,137
1,AK,4,145
1,AK,4,147
1,AK,4,148
1,AK,3,151
1,AK,4,154
1,AK,5,156
1,AK,4,159
1,AK,4,161
1,AK,4,164
1,AK,4,172
1,AK,5,173
1,AK,4,174
1,AK,3,175
1,AK,4,176
1,AK,5,177
1,AK,4,183
1,AK,5,184
1,AK,4,185
1,AK,4,188
1,AK,5,195
1,AK,4,202
1,AK,5,204
1,AK,5,210
1,AK,4,226
1,AK,2,231
1,AK,4,232
1,AK,4,233
1,AK,3,235
1,AK,4,238
1,AK,3,240
1,AK,4,241
1,AK,5,248
1,AK,4,250
1,AK,4,251
1,AK,2,252
1,AK,4,257
1,AK,4,274
1,AK,3,275
1,AK,2,276
1,AK,3,278
1,AK,4,284
1,AK,4,285
1,AK,3,286
1,AK,4,288
1,AK,4,291
1,AK,3,292
1,AK,4,294
1,AK,4,300
1,AK,2,340
1,AK,4,358
1,AK,3,368
1,AK,4,369
1,AK,4,385
1,AK,3,399
1,AK,4,403
1,AK,4,405
1,AK,4,410
1,AK,3,411
1,AK,3,413
1,AK,4,421
1,AK,5,431
1,AK,4,433
1,AK,3,452
1,AK,3,453
1,AK,3,456
1,AK,4,458
1,AK,5,470
1,AK,3,472
1,AK,4,484
1,AK,3,501
1,AK,4,521
1,AK,4,523
1,AK,4,546
1,AK,5,550
1,AK,4,552
1,AK,4,554
1,AK,3,566
1,AK,4,568
1,AK,4,570
1,AK,3,572
1,AK,3,576
1,AK,3,586
1,AK,3,588
1,AK,3,597
1,AK,4,625
1,AK,4,627
1,AK,5,664
1,AK,3,678
1,AK,4,679
1,AK,4,685
1,AK,4,692
1,AK,1,716
1,AK,3,732
1,AK,4,739
1,AK,4,742
1,AK,4,751
1,AK,3,760
1,AK,4,763
1,AK,3,769
1,AK,3,771
1,AK,4,774
1,AK,4,800
1,AK,3,806
1,AK,4,808
1,AK,4,825
1,AK,4,827
1,AK,1,833
1,AK,4,849
1,AK,4,869
1,AK,3,892
1,AK,4,895
1,AK,5,922
1,AK,5,946
1,AK,3,974
1,AK,2,976
1,AK,3,1011
1,AK,3,1019
1,AK,3,1041
1,AK,4,1047
1,AK,2,1052
1,AK,4,1059
1,AK,4,1081
1,AK,3,1090
1,AK,4,1091
1,AK,3,1154
1,AK,4,1157
1,AK,4,1188
1,AK,4,1210
1,AK,1,1215
1,AK,3,1291
1,AK,3,1522
2,AR,4,1
2,AR,4,5
2,AR,4,7
2,AR,3,8
2,AR,5,9
2,AR,5,11
2,AR,4,12
2,AR,5,13
2,AR,4,15
2,AR,5,19
2,AR,3,21
2,AR,4,22
2,AR,5,23
2,AR,5,25
2,AR,5,28
2,AR,5,30
2,AR,4,44
2,AR,3,45
2,AR,4,47
2,AR,5,50
2,AR,5,53
2,AR,4,55
2,AR,4,56
2,AR,4,59
2,AR,4,60
2,AR,4,61
2,AR,5,64
2,AR,3,69
2,AR,4,70
2,AR,3,71
2,AR,4,73
2,AR,5,77
2,AR,4,79
2,AR,3,82
2,AR,2,86
2,AR,4,88
2,AR,5,89
2,AR,4,93
2,AR,4,95
2,AR,4,96
2,AR,3,97
2,AR,5,98
2,AR,4,100
2,AR,4,107
2,AR,4,111
2,AR,5,114
2,AR,4,116
2,AR,5,117
2,AR,3,118
2,AR,4,121
2,AR,3,125
2,AR,5,126
2,AR,5,127
2,AR,3,128
2,AR,4,129
2,AR,4,131
2,AR,4,132
2,AR,4,133
2,AR,4,134
2,AR,5,135
2,AR,4,136
2,AR,2,138
2,AR,3,141
2,AR,3,143
2,AR,4,144
2,AR,5,148
2,AR,5,151
2,AR,4,152
2,AR,3,153
2,AR,5,156
2,AR,5,159
2,AR,4,160
2,AR,4,161
2,AR,4,162
2,AR,4,163
2,AR,4,164
2,AR,4,165
2,AR,4,166
2,AR,5,168
2,AR,2,170
2,AR,3,171
2,AR,4,172
2,AR,4,173
2,AR,4,174
2,AR,5,175
2,AR,4,176
2,AR,5,178
2,AR,3,179
2,AR,4,180
2,AR,4,181
2,AR,5,183
2,AR,4,185
2,AR,5,186
2,AR,3,187
2,AR,5,191
2,AR,4,194
2,AR,4,195
2,AR,2,196
2,AR,4,197
2,AR,5,198
2,AR,5,199
2,AR,5,200
2,AR,2,201
2,AR,4,204
2,AR,4,205
2,AR,3,207
2,AR,5,208
2,AR,5,209
2,AR,4,210
2,AR,4,211
2,AR,5,212
2,AR,4,215
2,AR,4,216
2,AR,5,218
2,AR,5,219
2,AR,4,222
2,AR,5,223
2,AR,3,225
2,AR,4,227
2,AR,4,228
2,AR,4,229
2,AR,4,230
2,AR,4,234
2,AR,3,235
2,AR,4,237
2,AR,4,249
2,AR,3,250
2,AR,3,257
2,AR,4,258
2,AR,4,262
2,AR,4,264
2,AR,5,265
2,AR,5,268
2,AR,3,270
2,AR,4,272
2,AR,5,273
2,AR,4,275
2,AR,3,276
2,AR,5,277
2,AR,3,280
2,AR,3,282
2,AR,2,283
2,AR,5,285
2,AR,5,286
2,AR,5,287
2,AR,3,288
2,AR,4,289
2,AR,3,290
2,AR,5,292
2,AR,3,294
2,AR,4,299
2,AR,4,300
2,AR,2,301
2,AR,4,302
2,AR,3,304
2,AR,2,305
2,AR,3,307
2,AR,3,310
2,AR,4,313
2,AR,4,315
2,AR,5,318
2,AR,3,321
2,AR,3,322
2,AR,1,323
2,AR,4,324
2,AR,4,325
2,AR,4,326
2,AR,5,327
2,AR,2,328
2,AR,4,332
2,AR,4,333
2,AR,3,334
2,AR,4,343
2,AR,4,345
2,AR,2,346
2,AR,5,347
2,AR,4,357
2,AR,4,366
2,AR,4,378
2,AR,4,385
2,AR,4,393
2,AR,3,403
2,AR,3,404
2,AR,4,405
2,AR,3,411
2,AR,4,416
2,AR,4,417
2,AR,3,418
2,AR,3,419
2,AR,4,420
2,AR,4,423
2,AR,5,427
2,AR,5,429
2,AR,5,430
2,AR,4,433
2,AR,5,434
2,AR,4,435
2,AR,5,436
2,AR,4,441
2,AR,4,443
2,AR,5,445
2,AR,4,446
2,AR,5,447
2,AR,4,448
2,AR,4,452
2,AR,2,457
2,AR,4,462
2,AR,5,463
2,AR,4,471
2,AR,4,473
2,AR,4,474
2,AR,4,475
2,AR,3,476
2,AR,3,478
2,AR,5,479
2,AR,4,480
2,AR,4,482
2,AR,5,483
2,AR,4,484
2,AR,4,485
2,AR,5,489
2,AR,4,490
2,AR,4,491
2,AR,5,492
2,AR,5,493
2,AR,4,494
2,AR,3,495
2,AR,4,496
2,AR,5,498
2,AR,3,499
2,AR,3,501
2,AR,4,502
2,AR,4,505
2,AR,5,506
2,AR,4,507
2,AR,4,508
2,AR,3,509
2,AR,5,510
2,AR,4,511
2,AR,4,512
2,AR,5,513
2,AR,4,514
2,AR,5,515
2,AR,4,517
2,AR,4,519
2,AR,4,523
2,AR,4,524
2,AR,5,525
2,AR,5,527
2,AR,4,528
2,AR,4,529
2,AR,4,531
2,AR,4,546
2,AR,5,547
2,AR,4,558
2,AR,4,559
2,AR,5,561
2,AR,4,574
2,AR,5,581
2,AR,4,582
2,AR,4,588
2,AR,4,589
2,AR,4,592
2,AR,5,593
2,AR,4,595
2,AR,4,597
2,AR,4,601
2,AR,4,602
2,AR,5,603
2,AR,4,604
2,AR,3,605
2,AR,4,606
2,AR,5,608
2,AR,3,609
2,AR,4,613
2,AR,5,615
2,AR,3,616
2,AR,4,617
2,AR,3,618
2,AR,4,628
2,AR,3,629
2,AR,4,633
2,AR,5,635
2,AR,4,637
2,AR,5,638
2,AR,5,641
2,AR,3,649
2,AR,4,650
2,AR,4,654
2,AR,4,656
2,AR,5,657
2,AR,4,659
2,AR,4,660
2,AR,4,661
2,AR,4,665
2,AR,4,671
2,AR,5,672
2,AR,4,673
2,AR,5,674
2,AR,4,675
2,AR,4,678
2,AR,4,684
2,AR,4,691
2,AR,4,696
2,AR,4,699
2,AR,4,705
2,AR,4,708
2,AR,4,729
2,AR,5,735
2,AR,5,736
2,AR,4,741
2,AR,4,742
2,AR,5,745
2,AR,4,748
2,AR,4,750
2,AR,3,751
2,AR,3,752
2,AR,4,755
2,AR,3,762
2,AR,4,799
2,AR,3,806
2,AR,4,810
2,AR,4,815
2,AR,4,835
2,AR,4,842
2,AR,4,844
2,AR,5,845
2,AR,5,854
2,AR,4,855
2,AR,4,864
2,AR,4,872
2,AR,4,874
2,AR,4,875
2,AR,2,896
2,AR,4,919
2,AR,3,928
2,AR,5,1009
2,AR,4,1011
2,AR,4,1020
2,AR,4,1021
2,AR,2,1038
2,AR,3,1047
2,AR,3,1050
2,AR,4,1060
2,AR,3,1083
2,AR,4,1085
2,AR,4,1086
2,AR,5,1090
2,AR,4,1109
2,AR,3,1121
2,AR,5,1122
2,AR,4,1123
2,AR,4,1124
2,AR,4,1125
2,AR,4,1126
2,AR,4,1212
2,AR,4,1273
3,AZ,5,1
3,AZ,3,2
3,AZ,4,4
3,AZ,2,5
3,AZ,4,6
3,AZ,4,7
3,AZ,5,8
3,AZ,4,9
3,AZ,5,10
3,AZ,4,11
3,AZ,4,12
3,AZ,2,13
3,AZ,4,14
3,AZ,4,15
3,AZ,4,17
3,AZ,3,18
3,AZ,4,19
3,AZ,4,20
3,AZ,2,21
3,AZ,4,22
3,AZ,5,23
3,AZ,4,24
3,AZ,4,25
3,AZ,3,26
3,AZ,4,28
3,AZ,4,29
3,AZ,5,30
3,AZ,4,31
3,AZ,5,33
3,AZ,4,42
3,AZ,4,44
3,AZ,3,45
3,AZ,3,47
3,AZ,4,48
3,AZ,4,49
3,AZ,5,50
3,AZ,3,51
3,AZ,4,52
3,AZ,3,53
3,AZ,4,56
3,AZ,4,57
3,AZ,3,58
3,AZ,4,59
3,AZ,4,60
3,AZ,4,61
3,AZ,4,64
3,AZ,4,65
3,AZ,3,66
3,AZ,4,69
3,AZ,4,70
3,AZ,5,71
3,AZ,4,72
3,AZ,5,73
3,AZ,4,77
3,AZ,4,79
3,AZ,5,81
3,AZ,4,82
3,AZ,5,83
3,AZ,4,86
3,AZ,4,87
3,AZ,4,88
3,AZ,5,89
3,AZ,2,91
3,AZ,3,92
3,AZ,4,93
3,AZ,4,95
3,AZ,4,96
3,AZ,4,97
3,AZ,5,98
3,AZ,4,99
3,AZ,4,100
3,AZ,1,105
3,AZ,3,106
3,AZ,5,107
3,AZ,4,111
3,AZ,5,114
3,AZ,4,116
3,AZ,4,117
3,AZ,2,118
3,AZ,1,120
3,AZ,4,121
3,AZ,2,122
3,AZ,5,124
3,AZ,4,125
3,AZ,2,126
3,AZ,4,127
3,AZ,5,131
3,AZ,5,132
3,AZ,5,133
3,AZ,5,134
3,AZ,5,135
3,AZ,5,136
3,AZ,4,137
3,AZ,3,140
3,AZ,5,141
3,AZ,3,142
3,AZ,5,143
3,AZ,4,144
3,AZ,3,147
3,AZ,3,148
3,AZ,3,149
3,AZ,4,150
3,AZ,4,151
3,AZ,3,152
3,AZ,4,153
3,AZ,4,154
3,AZ,4,155
3,AZ,4,156
3,AZ,4,160
3,AZ,5,161
3,AZ,4,162
3,AZ,4,163
3,AZ,5,164
3,AZ,3,165
3,AZ,4,166
3,AZ,3,168
3,AZ,5,169
3,AZ,4,170
3,AZ,4,171
3,AZ,4,172
3,AZ,4,173
3,AZ,5,174
3,AZ,4,175
3,AZ,3,176
3,AZ,5,177
3,AZ,5,178
3,AZ,4,179
3,AZ,4,180
3,AZ,4,181
3,AZ,4,182
3,AZ,3,183
3,AZ,4,185
3,AZ,4,186
3,AZ,5,187
3,AZ,5,189
3,AZ,5,190
3,AZ,3,191
3,AZ,5,192
3,AZ,4,193
3,AZ,4,194
3,AZ,3,195
3,AZ,4,196
3,AZ,5,197
3,AZ,4,198
3,AZ,4,199
3,AZ,4,200
3,AZ,3,202
3,AZ,4,203
3,AZ,4,204
3,AZ,5,205
3,AZ,4,208
3,AZ,4,209
3,AZ,4,210
3,AZ,5,211
3,AZ,4,212
3,AZ,4,213
3,AZ,2,214
3,AZ,3,215
3,AZ,4,216
3,AZ,2,217
3,AZ,4,218
3,AZ,5,219
3,AZ,3,220
3,AZ,3,221
3,AZ,4,222
3,AZ,4,223
3,AZ,5,224
3,AZ,5,227
3,AZ,5,228
3,AZ,3,230
3,AZ,3,231
3,AZ,4,234
3,AZ,4,235
3,AZ,5,236
3,AZ,3,237
3,AZ,5,238
3,AZ,4,240
3,AZ,4,241
3,AZ,4,242
3,AZ,4,244
3,AZ,3,245
3,AZ,4,246
3,AZ,4,248
3,AZ,4,249
3,AZ,3,250
3,AZ,3,251
3,AZ,3,252
3,AZ,4,255
3,AZ,4,257
3,AZ,4,258
3,AZ,3,259
3,AZ,2,260
3,AZ,4,261
3,AZ,5,262
3,AZ,3,264
3,AZ,5,265
3,AZ,4,268
3,AZ,4,269
3,AZ,4,270
3,AZ,3,271
3,AZ,5,272
3,AZ,3,273
3,AZ,3,274
3,AZ,5,275
3,AZ,4,276
3,AZ,4,277
3,AZ,4,278
3,AZ,4,280
3,AZ,2,281
3,AZ,4,282
3,AZ,4,283
3,AZ,4,284
3,AZ,4,285
3,AZ,4,286
3,AZ,4,287
3,AZ,3,288
3,AZ,4,289
3,AZ,2,290
3,AZ,3,291
3,AZ,4,293
3,AZ,3,294
3,AZ,4,298
3,AZ,3,299
3,AZ,4,300
3,AZ,4,301
3,AZ,4,302
3,AZ,4,303
3,AZ,4,304
3,AZ,2,305
3,AZ,4,306
3,AZ,5,307
3,AZ,3,310
3,AZ,4,311
3,AZ,4,312
3,AZ,4,313
3,AZ,4,315
3,AZ,5,316
3,AZ,5,317
3,AZ,5,318
3,AZ,3,321
3,AZ,3,322
3,AZ,2,323
3,AZ,5,324
3,AZ,1,325
3,AZ,3,326
3,AZ,4,327
3,AZ,3,328
3,AZ,3,330
3,AZ,3,332
3,AZ,4,333
3,AZ,2,334
3,AZ,3,335
3,AZ,4,337
3,AZ,1,338
3,AZ,4,340
3,AZ,3,343
3,AZ,4,344
3,AZ,3,346
3,AZ,4,347
3,AZ,4,354
3,AZ,3,356
3,AZ,4,357
3,AZ,2,358
3,AZ,4,362
3,AZ,4,367
3,AZ,3,371
3,AZ,5,372
3,AZ,4,378
3,AZ,5,380
3,AZ,4,381
3,AZ,4,382
3,AZ,4,385
3,AZ,5,387
3,AZ,2,393
3,AZ,4,402
3,AZ,4,403
3,AZ,4,405
3,AZ,1,406
3,AZ,5,408
3,AZ,4,410
3,AZ,4,411
3,AZ,4,412
3,AZ,2,413
3,AZ,4,414
3,AZ,3,417
3,AZ,3,418
3,AZ,4,419
3,AZ,5,420
3,AZ,4,421
3,AZ,4,423
3,AZ,4,425
3,AZ,4,426
3,AZ,5,427
3,AZ,5,428
3,AZ,5,429
3,AZ,4,430
3,AZ,5,432
3,AZ,2,433
3,AZ,5,435
3,AZ,4,436
3,AZ,2,441
3,AZ,3,443
3,AZ,3,444
3,AZ,4,447
3,AZ,3,448
3,AZ,4,451
3,AZ,3,452
3,AZ,2,454
3,AZ,2,455
3,AZ,4,459
3,AZ,4,461
3,AZ,5,462
3,AZ,5,463
3,AZ,5,464
3,AZ,5,466
3,AZ,1,469
3,AZ,3,470
3,AZ,3,471
3,AZ,2,472
3,AZ,4,473
3,AZ,5,474
3,AZ,4,475
3,AZ,3,476
3,AZ,5,478
3,AZ,5,479
3,AZ,5,480
3,AZ,4,481
3,AZ,5,482
3,AZ,5,483
3,AZ,5,484
3,AZ,5,485
3,AZ,5,486
3,AZ,5,487
3,AZ,5,488
3,AZ,5,489
3,AZ,5,490
3,AZ,4,491
3,AZ,4,492
3,AZ,5,493
3,AZ,5,494
3,AZ,4,496
3,AZ,4,497
3,AZ,5,498
3,AZ,5,499
3,AZ,5,500
3,AZ,4,501
3,AZ,3,503
3,AZ,4,504
3,AZ,5,505
3,AZ,4,506
3,AZ,5,507
3,AZ,3,508
3,AZ,4,509
3,AZ,4,510
3,AZ,4,511
3,AZ,4,512
3,AZ,4,513
3,AZ,4,514
3,AZ,5,515
3,AZ,5,516
3,AZ,3,517
3,AZ,2,518
3,AZ,4,519
3,AZ,5,520
3,AZ,4,521
3,AZ,5,522
3,AZ,4,523
3,AZ,4,525
3,AZ,5,526
3,AZ,4,527
3,AZ,4,528
3,AZ,5,529
3,AZ,3,530
3,AZ,4,531
3,AZ,3,539
3,AZ,3,543
3,AZ,3,544
3,AZ,2,546
3,AZ,3,547
3,AZ,3,549
3,AZ,1,551
3,AZ,3,553
3,AZ,4,554
3,AZ,4,558
3,AZ,3,559
3,AZ,3,561
3,AZ,1,564
3,AZ,1,565
3,AZ,3,566
3,AZ,5,568
3,AZ,1,569
3,AZ,2,580
3,AZ,4,582
3,AZ,3,584
3,AZ,5,588
3,AZ,3,591
3,AZ,4,593
3,AZ,4,595
3,AZ,3,596
3,AZ,4,597
3,AZ,5,602
3,AZ,5,603
3,AZ,4,604
3,AZ,4,605
3,AZ,4,606
3,AZ,5,607
3,AZ,5,609
3,AZ,5,610
3,AZ,4,611
3,AZ,4,613
3,AZ,4,614
3,AZ,4,615
3,AZ,4,617
3,AZ,5,618
3,AZ,3,627
3,AZ,5,628
3,AZ,4,629
3,AZ,4,631
3,AZ,4,632
3,AZ,5,633
3,AZ,5,638
3,AZ,4,639
3,AZ,5,640
3,AZ,3,642
3,AZ,5,644
3,AZ,4,647
3,AZ,4,648
3,AZ,5,650
3,AZ,5,651
3,AZ,5,652
3,AZ,5,654
3,AZ,3,655
3,AZ,5,656
3,AZ,5,657
3,AZ,4,659
3,AZ,3,660
3,AZ,4,661
3,AZ,4,662
3,AZ,4,663
3,AZ,4,664
3,AZ,3,665
3,AZ,2,672
3,AZ,4,673
3,AZ,2,675
3,AZ,2,676
3,AZ,3,678
3,AZ,2,679
3,AZ,5,682
3,AZ,2,683
3,AZ,3,684
3,AZ,3,685
3,AZ,3,686
3,AZ,4,689
3,AZ,3,690
3,AZ,3,692
3,AZ,3,693
3,AZ,5,694
3,AZ,3,696
3,AZ,4,699
3,AZ,4,702
3,AZ,4,703
3,AZ,5,705
3,AZ,5,707
3,AZ,5,708
3,AZ,4,709
3,AZ,4,713
3,AZ,2,714
3,AZ,2,716
3,AZ,3,717
3,AZ,3,720
3,AZ,3,721
3,AZ,4,724
3,AZ,2,727
3,AZ,4,729
3,AZ,5,730
3,AZ,3,731
3,AZ,4,732
3,AZ,5,735
3,AZ,4,736
3,AZ,1,737
3,AZ,3,739
3,AZ,4,740
3,AZ,2,741
3,AZ,3,742
3,AZ,1,743
3,AZ,3,747
3,AZ,3,748
3,AZ,4,750
3,AZ,3,751
3,AZ,5,753
3,AZ,3,755
3,AZ,3,756
3,AZ,3,759
3,AZ,1,760
3,AZ,3,761
3,AZ,3,762
3,AZ,3,763
3,AZ,4,770
3,AZ,3,771
3,AZ,2,775
3,AZ,5,778
3,AZ,3,781
3,AZ,4,782
3,AZ,3,786
3,AZ,3,792
3,AZ,1,796
3,AZ,4,805
3,AZ,4,811
3,AZ,4,813
3,AZ,4,815
3,AZ,3,819
3,AZ,3,820
3,AZ,3,821
3,AZ,1,825
3,AZ,1,826
3,AZ,2,827
3,AZ,1,829
3,AZ,4,831
3,AZ,4,833
3,AZ,4,834
3,AZ,5,835
3,AZ,5,836
3,AZ,5,837
3,AZ,1,840
3,AZ,1,841
3,AZ,3,845
3,AZ,5,847
3,AZ,3,849
3,AZ,5,855
3,AZ,3,859
3,AZ,2,860
3,AZ,4,863
3,AZ,4,864
3,AZ,1,865
3,AZ,4,866
3,AZ,5,872
3,AZ,3,874
3,AZ,3,875
3,AZ,4,878
3,AZ,3,879
3,AZ,5,880
3,AZ,3,886
3,AZ,2,887
3,AZ,3,889
3,AZ,3,892
3,AZ,1,894
3,AZ,2,895
3,AZ,3,896
3,AZ,4,900
3,AZ,1,901
3,AZ,4,903
3,AZ,3,904
3,AZ,4,905
3,AZ,2,906
3,AZ,5,919
3,AZ,4,922
3,AZ,5,923
3,AZ,3,928
3,AZ,3,929
3,AZ,1,930
3,AZ,5,936
3,AZ,4,939
3,AZ,4,942
3,AZ,5,945
3,AZ,4,946
3,AZ,3,949
3,AZ,3,952
3,AZ,4,953
3,AZ,4,954
3,AZ,4,956
3,AZ,4,958
3,AZ,1,962
3,AZ,5,964
3,AZ,5,965
3,AZ,5,966
3,AZ,5,969
3,AZ,4,971
3,AZ,4,972
3,AZ,1,976
3,AZ,2,982
3,AZ,2,983
3,AZ,1,984
3,AZ,2,990
3,AZ,4,993
3,AZ,4,995
3,AZ,3,1005
3,AZ,3,1006
3,AZ,4,1009
3,AZ,4,1010
3,AZ,4,1011
3,AZ,3,1012
3,AZ,3,1014
3,AZ,4,1016
3,AZ,2,1017
3,AZ,4,1019
3,AZ,5,1020
3,AZ,2,1023
3,AZ,4,1028
3,AZ,1,1034
3,AZ,4,1039
3,AZ,2,1040
3,AZ,3,1041
